MP name,Nature of membership,Start of term,End of term,No. of Term,Standing Committee Membership,State,Constituency,Political party,Gender,Educational qualifications,Educational qualifications - details,Age,Debates,Private Member Bills,Questions,Attendance,Notes,National Debates average,National Private Member Bills average,National Questions average,National Attendance average,State's Debates average,State's Private Member Bills  average,State's Questions average,State's Attendance average
Sushil Kumar Singh,Elected,18-May-14,In office,Sixth,Coal & Steel,Bihar,Aurangabad,Bharatiya Janata Party,Male,Post Graduate,"M.A. (Political Science); Educated at A.N. College, Magadh University, Patna (Bihar) ",54,72,3,376,90%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),57.9,1.8,242,80%,51.6,2.7,166,88%
Sushma Swaraj,Elected,18-May-14,In office,Fourth,No,Madhya Pradesh,Vidisha,Bharatiya Janata Party,Female,Professional Graduate,"B.A., L.L.B.; Educated at S.D. College, Ambala Cantt. (Haryana) and Law Deptt. Panjab University, Chandigarh",66,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.ÿ They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sushmita Dev,Elected,18-May-14,In office,First,"Science & Technology, Environment & Forests",Assam,Silchar,Indian National Congress,Female,Professional Post Graduate,"Bar-at-Law, LL.M",45,78,3,235,80%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),57.9,1.8,242,80%,43.2,0.5,135,74%
Suvendu Adhikari,Elected,18-May-14,28/05/2016,Second,No,West Bengal,Tamluk,All India Trinamool Congress,Male,Graduate,B.A. (Hons.); Educated at Contai P. K. College,47,8,0,53,21%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),35.2,1,136,80%,16.9,0.2,42,65%
Swami Sachchidanand Hari Sakshi,Elected,18-May-14,In office,Fourth,"Food, Consumer Affairs & Public Distribution",Uttar Pradesh,Unnao,Bharatiya Janata Party,Male,Doctorate,"M.A., Ph.D",62,12,0,175,94%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),57.9,1.8,242,80%,94.4,1.3,162,87%
T. Radhakrishnan,Elected,18-May-14,In office,First,Commerce,Tamil Nadu,Virudhunagar,All India Anna Dravida Munnetra Kazhagam,Male,Under Matric,Information not available,62,10,0,721,75%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),57.9,1.8,242,80%,39.8,0,359,78%
T.G. Venkatesh Babu,Elected,18-May-14,In office,First,No,Tamil Nadu,Chennai North,All India Anna Dravida Munnetra Kazhagam,Male,Post Graduate,M.Sc.,57,57,0,611,80%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),57.9,1.8,242,80%,39.8,0,359,78%
Tamradhwaj Sahu,Elected,18-May-14,In office,First,Coal & Steel,Chhattisgarh,Durg,Indian National Congress,Male,Inter/ Higher Secondary,Higher Secondary,68,30,1,144,80%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),57.9,1.8,242,80%,23,0.1,184,84%
Tapas Mandal,Elected,18-May-14,In office,First,Agriculture,West Bengal,Ranaghat,All India Trinamool Congress,Male,Doctorate,PhD,46,30,0,2,90%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),57.9,1.8,242,80%,29.1,0.3,77,65%
Tapas Paul,Elected,18-May-14,In office,Second,Industry,West Bengal,Krishnanagar,All India Trinamool Congress,Male,Graduate,B.Sc. (Bio Science); Educated at Burdwan University,59,8,0,7,45%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),57.9,1.8,242,80%,29.1,0.3,77,65%
Tariq Anwar,Elected,18-May-14,In office,Fifth,"Personnel, Public Grievances, Law and Justice",Bihar,Katihar,Nationalist Congress Party,Male,Under Graduate,"B.Sc. Educated at College of Commerce, Patna, Magadh University, Bodh Gaya (Bihar)",67,37,0,131,89%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),57.9,1.8,242,80%,51.6,2.7,166,88%
Tariq Hameed Karra,Elected,18-May-14,17/10/2016,First,No,Jammu and Kashmir,Srinagar,Jammu and Kashmir Peoples Democratic Party,Male,Professional Graduate,LL.B.,62,4,0,20,34%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),41.7,1.2,154,80%,17.6,0,41,54%
Tasleem Uddin,Elected,18-May-14,17/09/2017,Fifth,No,Bihar,Araria,Rashtriya Janata Dal,Male,Graduate,"B.A., Maulvi",75,0,0,2,79%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),54.2,1.6,215,80%,48.5,2.5,149,88%
Tathagata Satpathy,Elected,18-May-14,In office,Fourth,Coal & Steel,Odisha,Dhenkanal,Biju Janata Dal,Male,Graduate,"B.A.; Educated at Sri Aurobindo International Centre of Education, Pondicherry",61,76,1,38,91%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),57.9,1.8,242,80%,51.6,2.8,187,82%
Tej Pratap Singh Yadav,Elected,16-Sep-14,In office,First,Social Justice & Empowerment ,Uttar Pradesh,Mainpuri,Samajwadi Party,Male,Professional Post Graduate,"MBA, Leeds University UK",31,10,0,93,84%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),52.7,1.7,224,80%,88.7,1.2,154,87%
Thangso Baite,Elected,18-May-14,In office,Second,Health and Family Welfare,Manipur,Outer Manipur,Indian National Congress,Male,Post Graduate,M.A.,64,10,0,11,92%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),57.9,1.8,242,80%,34.5,2,80,93%
Thokchom Meinya,Elected,18-May-14,In office,Third,Petroleum & Natural Gas,Manipur,Inner Manipur,Indian National Congress,Male,Doctorate,"M.Sc., LL.B., M. Phil, Ph. D.; Educated at D.M. College, Imphal, Guwahati University, Guwahati and Osmania University, Hyderabad",72,59,4,149,93%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),57.9,1.8,242,80%,34.5,2,80,93%
Thota Narasimham,Elected,18-May-14,In office,First,Commerce,Andhra Pradesh,Kakinada,Telugu Desam Party,Male,Graduate,"B.Com, ICWAI",55,62,0,129,96%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),57.9,1.8,242,80%,35,0.6,221,75%
Thupstan Chhewang,Elected,18-May-14,In office,Second,Defence,Jammu and Kashmir,Ladakh,Bharatiya Janata Party,Male,Professional Graduate,"B.A., LL.B.; Educated at Ramjas College, University of Delhi and Law Faculty, University of Delhi, Delhi",70,20,0,31,90%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),57.9,1.8,242,80%,25.5,0,71,54%
Udasi Shivkumar Chanabasappa,Elected,18-May-14,In office,Second,Finance,Karnataka,Haveri,Bharatiya Janata Party,Male,Professional Graduate,"B.E.; Educated at Bangalore Institute of Engineering, Bangalore, Karnataka",50,126,0,388,94%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),57.9,1.8,242,80%,42.1,0.3,315,80%
Uday Pratap Singh,Elected,18-May-14,In office,Second,Railways ,Madhya Pradesh,Hoshangabad,Bharatiya Janata Party,Male,Graduate,B.Com Educated at Sagar University,53,41,0,200,90%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),57.9,1.8,242,80%,64.1,0.7,237,82%
Udit Raj,Elected,18-May-14,In office,First,Social Justice & Empowerment ,Delhi,North West Delhi,Bharatiya Janata Party,Male,Doctorate,"M.A., L.L.B., Hon. Doctorate",60,90,17,268,98%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),57.9,1.8,242,80%,54.2,9.5,257,92%
Uma Bharati,Elected,18-May-14,In office,Sixth,No,Uttar Pradesh,Jhansi,Bharatiya Janata Party,Female,Under Matric,6th Standard,58,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.ÿ They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Uma Saren,Elected,18-May-14,In office,First,Chemicals & Fertilizers,West Bengal,Jhargram,All India Trinamool Congress,Female,Professional Graduate,M.B.B.S.,33,0,0,0,64%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),57.9,1.8,242,80%,29.1,0.3,77,65%
Upendra Kushwaha,Elected,18-May-14,In office,First,No,Bihar,Karakat,Rashtriya Lok Samta Party,Male,Post Graduate,"B.Sc., M.A. (Political Science) Educated at Patna Science College, Patna and B.R. Ambedkar Bihar University, Muzaffarpur (Bihar)",56,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.ÿ They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
V. Elumalai,Elected,18-May-14,In office,First,Petroleum & Natural Gas,Tamil Nadu,Arani,All India Anna Dravida Munnetra Kazhagam,Male,Professional Graduate,"B.Com, B.L.",62,67,0,404,86%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),57.9,1.8,242,80%,39.8,0,359,78%
V. Pannerselvam,Elected,18-May-14,In office,First,"Personnel, Public Grievances, Law and Justice",Tamil Nadu,Salem,All India Anna Dravida Munnetra Kazhagam,Male,Professional Graduate,"B.A., B.L.",58,21,0,134,70%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),57.9,1.8,242,80%,39.8,0,359,78%
V. Sathyabama,Elected,18-May-14,In office,First,Water Resources ,Tamil Nadu,Tiruppur,All India Anna Dravida Munnetra Kazhagam,Female,Post Graduate,M.A.,46,96,0,345,86%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),57.9,1.8,242,80%,39.8,0,359,78%
Varaprasad Rao Velagapalli,Elected,18-May-14,In office,First,"Personnel, Public Grievances, Law and Justice",Andhra Pradesh,Tirupati,Yuvajana Sramika Rythu Congress Party,Male,Doctorate,"M.Sc., Ph.D. (Biochemistry), M.A. (U.K.)",64,76,0,0,82%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),57.9,1.8,242,80%,35,0.6,221,75%
Vasava Parbhubhai Nagarbhai,Elected,18-May-14,In office,First,"Science & Technology, Environment & Forests",Gujarat,Bardoli,Bharatiya Janata Party,Male,Diploma Course,Diploma in Mechanical Engineering,48,16,0,194,79%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),57.9,1.8,242,80%,36.6,2,233,84%
Veena Devi,Elected,18-May-14,In office,First,Chemicals & Fertilizers,Bihar,Munger,Lok Jan Shakti Party,Female,Under Matric,Under Matric,41,25,0,162,93%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),57.9,1.8,242,80%,51.6,2.7,166,88%
Vijay Kumar Hansdak,Elected,18-May-14,In office,First,Rural Development ,Jharkhand,Rajmahal,Jharkhand Mukti Morcha,Male,Under Matric,Matric,36,27,0,356,69%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),57.9,1.8,242,80%,73.3,5.3,354,86%
Vijay Kumar Singh,Elected,18-May-14,In office,First,No,Uttar Pradesh,Ghaziabad,Bharatiya Janata Party,Male,Doctorate,Phd.,66,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.ÿ They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vijay Sampla,Elected,18-May-14,In office,First,No,Punjab,Hoshiarpur,Bharatiya Janata Party,Male,Matric,Matric,56,4,0,1,97%,"This MP was appointed a minister in Nov 2014. Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 14th Aug, 2014. (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018)",5.1,0.1,18,80%,5.3,0,14,69%
Vijaysinh Shankarrao Mohite Patil,Elected,18-May-14,In office,First,Water Resources ,Maharashtra,Madha,Nationalist Congress Party,Male,Matric,Matric,73,0,0,902,60%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),57.9,1.8,242,80%,58.2,3.5,495,79%
Vikram Dev Usendi,Elected,18-May-14,In office,First,"Science & Technology, Environment & Forests",Chhattisgarh,Kanker,Bharatiya Janata Party,Male,Inter/ Higher Secondary,Intermediate,52,21,0,91,97%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),57.9,1.8,242,80%,23,0.1,184,84%
Vinayak Bhaurao Raut,Elected,18-May-14,In office,First,Energy,Maharashtra,Ratnagiri-Sindhudurg,Shiv Sena,Male,Post Graduate,M.A. (Political Science),64,105,2,815,82%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),57.9,1.8,242,80%,58.2,3.5,495,79%
Vincent H Pala,Elected,18-May-14,In office,Second,"Personnel, Public Grievances, Law and Justice",Meghalaya,Shillong,Indian National Congress,Male,Professional Graduate,"B.E. (Civil); Educated at Jalpaiguri Govt. Engineering College, North Bengal University, New Jalpaiguri, West Bengal",50,23,4,205,91%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),57.9,1.8,242,80%,16.6,2.1,116,75%
Vinod Khanna,Elected,18-May-14,27/04/2017,Fourth,No,Punjab,Gurdaspur,Bharatiya Janata Party,Male,Under Graduate,"Educated at St. Xavier High School, Mumbai, Delhi Public School, Delhi, Lord Barnes High School, Devlali and Sydenham College, Mumbai (Maharashtra)",71,7,0,0,50%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),51,1.5,200,80%,35.2,0.9,89,69%
Vinod Kumar Boinapally,Elected,18-May-14,In office,Second,Water Resources ,Telangana,Karimnagar,Telangana Rashtra Samithi,Male,Professional Graduate,"B.Sc., LL.B.
Educated at University College of Law,
Kakatiya University, Hanamkonda, Warangal, Andhra Pradesh",58,93,7,471,79%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),57.9,1.8,242,80%,34,1.4,260,69%
Vinod Kumar Sonkar,Elected,18-May-14,In office,First,Commerce,Uttar Pradesh,Kaushambi,Bharatiya Janata Party,Male,Graduate,B.A.,48,65,0,124,88%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),57.9,1.8,242,80%,94.4,1.3,162,87%
Virender Kashyap,Elected,18-May-14,In office,Second,Information Technology,Himachal Pradesh,Shimla,Bharatiya Janata Party,Male,Post Graduate,M.Sc. (Physics); Educated at Himachal Pradesh University,67,52,0,183,92%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),57.9,1.8,242,80%,32.8,0.8,159,90%
Virendra Kumar,Elected,18-May-14,In office,Sixth,No,Madhya Pradesh,Tikamgarh,Bharatiya Janata Party,Male,Doctorate,"M.A. (Economics), Ph.D (Child Labour); Educated at Dr. Harisingh University, Sagar, Madhya Pradesh",64,157,0,351,96%,"This MP was appointed a minister in Sep 2017. Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 11th Aug, 2017. (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018)",54.2,1.6,215,80%,60.8,0.7,208,82%
Virendra Singh,Elected,18-May-14,In office,Third,Agriculture,Uttar Pradesh,Bhadohi,Bharatiya Janata Party,Male,Graduate,B.A.,61,24,0,9,91%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),57.9,1.8,242,80%,94.4,1.3,162,87%
Vishnu Dayal Ram,Elected,18-May-14,In office,First,External Affairs and Water Resources ,Jharkhand,Palamu,Bharatiya Janata Party,Male,Graduate,B.A. (Hons),66,69,7,339,91%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),57.9,1.8,242,80%,73.3,5.3,354,86%
Vishnu Deo Sai,Elected,18-May-14,In office,Fourth,No,Chhattisgarh,Raigarh,Bharatiya Janata Party,Male,Inter/ Higher Secondary,"Higher Secondary; Educated at Loyola Higher Secondary School, Kunkuri, Jashpur, Chattisgarh",54,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.ÿ They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vitthalbhai Hansrajbhai Radadiya,Elected,18-May-14,In office,Second,"Personnel, Public Grievances, Law and Justice",Gujarat,Porbandar,Bharatiya Janata Party,Male,Graduate,B.A.,59,0,0,0,17%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),57.9,1.8,242,80%,36.6,2,233,84%
Y.S. Avinash Reddy,Elected,18-May-14,In office,First,Labour ,Andhra Pradesh,Kadapa,Yuvajana Sramika Rythu Congress Party,Male,Professional Post Graduate,"B.Tech, M.B.A.",33,8,0,226,40%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),57.9,1.8,242,80%,35,0.6,221,75%
Y.V. Subba Reddy,Elected,18-May-14,In office,First,Industry,Andhra Pradesh,Ongole,Yuvajana Sramika Rythu Congress Party,Male,Professional Post Graduate,MBA,56,54,2,377,75%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),57.9,1.8,242,80%,35,0.6,221,75%
Yashwant Singh,Elected,18-May-14,In office,First,Rural Development ,Uttar Pradesh,Nagina,Bharatiya Janata Party,Male,Professional Post Graduate,"MBBS, MD",56,34,0,0,95%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),57.9,1.8,242,80%,94.4,1.3,162,87%
Yellaiah Nandi,Elected,18-May-14,In office,Sixth,"Food, Consumer Affairs & Public Distribution",Telangana,Nagarkurnool,Indian National Congress,Male,Matric,Matric,75,6,0,159,71%, (Data corresponds to the period from 1 Jun 2014 to 21 Mar 2018. (Attendance available till 19 Mar 2018),57.9,1.8,242,80%,34,1.4,260,69%
